Ans	Guess	Size	DistRatio	Dist	I	J
1	1	415.5	0.0168472	7	1.cpp	3.cpp
0	0	372.5	0.571812	213	1.cpp	3.pas
1	1	415.5	0.0168472	7	1.cpp	4.cpp
0	0	342	0.684211	234	1.cpp	5.cpp
0	0	372.5	0.569128	212	1.cpp	5.pas
0	0	331	0.719033	238	1.cpp	9.cpp
0	0	376	0.571809	215	3.cpp	3.pas
1	1	419	0	0	3.cpp	4.cpp
0	0	345.5	0.694645	240	3.cpp	5.cpp
0	0	376	0.574468	216	3.cpp	5.pas
0	0	334.5	0.732436	245	3.cpp	9.cpp
0	0	376	0.571809	215	3.pas	4.cpp
0	0	302.5	0.601653	182	3.pas	5.cpp
1	1	333	0.012012	4	3.pas	5.pas
0	0	291.5	0.638079	186	3.pas	9.cpp
0	0	345.5	0.694645	240	4.cpp	5.cpp
0	0	376	0.574468	216	4.cpp	5.pas
0	0	334.5	0.732436	245	4.cpp	9.cpp
0	0	302.5	0.598347	181	5.cpp	5.pas
0	0	261	0.574713	150	5.cpp	9.cpp
0	0	291.5	0.641509	187	5.pas	9.cpp
